@relation 'Weather-Dated-weka.filters.unsupervised.attribute.Remove-R1-2,6,8,10,12'

@attribute ELEVATION numeric
@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute MONTH numeric
@attribute TPCP_CLASS {Medium,High,Low,None}
@attribute TSNW_CLASS {Low,High}
@attribute MNTM_CLASS {Medium,Low,High,None}

@data
1674.0,35.2948,-113.3665,6,None,Low,High
1674.0,35.2948,-113.3665,7,High,Low,High
1674.0,35.2948,-113.3665,8,High,Low,High
1674.0,35.2948,-113.3665,9,High,Low,Medium
1674.0,35.2948,-113.3665,10,Low,Low,Low
1674.0,35.2948,-113.3665,11,High,Low,Low
1674.0,35.2948,-113.3665,12,Low,High,Low
1674.0,35.2948,-113.3665,1,None,Low,Low
1674.0,35.2948,-113.3665,2,Medium,High,Low
1674.0,35.2948,-113.3665,3,High,Low,Low
1674.0,35.2948,-113.3665,4,Medium,High,Low
1674.0,35.2948,-113.3665,5,Low,Low,Medium
1674.0,35.2948,-113.3665,6,None,Low,High
1674.0,35.2948,-113.3665,7,High,Low,High
780.6,32.2541,-111.1961,1,Low,Low,Low
780.6,32.2541,-111.1961,2,Medium,Low,Low
780.6,32.2541,-111.1961,3,Low,Low,Medium
780.6,32.2541,-111.1961,4,Low,Low,Low
780.6,32.2541,-111.1961,5,None,Low,High
780.6,32.2541,-111.1961,6,None,Low,High
780.6,32.2541,-111.1961,7,High,Low,High
780.6,32.2541,-111.1961,8,Medium,Low,High
780.6,32.2541,-111.1961,9,High,Low,High
780.6,32.2541,-111.1961,10,Low,Low,High
780.6,32.2541,-111.1961,11,High,Low,Medium
780.6,32.2541,-111.1961,12,High,Low,Low
780.6,32.2541,-111.1961,1,Low,Low,Medium
780.6,32.2541,-111.1961,2,Low,Low,Medium
780.6,32.2541,-111.1961,3,Medium,Low,Medium
780.6,32.2541,-111.1961,4,Medium,Low,High
780.6,32.2541,-111.1961,5,None,Low,High
780.6,32.2541,-111.1961,6,None,Low,Low
780.6,32.2541,-111.1961,7,High,Low,Medium
780.6,32.2541,-111.1961,8,High,Low,Medium
780.6,32.2541,-111.1961,9,Medium,Low,High
780.6,32.2541,-111.1961,10,None,Low,High
780.6,32.2541,-111.1961,11,Low,Low,Medium
780.6,32.2541,-111.1961,12,Medium,Low,Low
780.6,32.2541,-111.1961,1,Medium,Low,Low
780.6,32.2541,-111.1961,2,High,Low,Low
780.6,32.2541,-111.1961,3,Low,Low,Medium
780.6,32.2541,-111.1961,4,Low,Low,High
780.6,32.2541,-111.1961,5,None,Low,High
780.6,32.2541,-111.1961,6,None,Low,Low
780.6,32.2541,-111.1961,7,High,Low,High
780.6,32.2541,-111.1961,8,High,Low,High
780.6,32.2541,-111.1961,9,Medium,Low,High
780.6,32.2541,-111.1961,10,None,Low,Low
780.6,32.2541,-111.1961,11,High,Low,Medium
780.6,32.2541,-111.1961,12,Medium,Low,Low
780.6,32.2541,-111.1961,1,None,Low,Medium
780.6,32.2541,-111.1961,2,Medium,Low,Medium
780.6,32.2541,-111.1961,3,Low,Low,Low
780.6,32.2541,-111.1961,4,Low,Low,High
780.6,32.2541,-111.1961,5,None,Low,High
780.6,32.2541,-111.1961,6,None,Low,High
780.6,32.2541,-111.1961,7,High,Low,High
1136.9,36.9953,-111.4914,1,Low,Low,None
1136.9,36.9953,-111.4914,2,Low,Low,None
1136.9,36.9953,-111.4914,3,Low,Low,None
1136.9,36.9953,-111.4914,4,None,Low,None
1136.9,36.9953,-111.4914,5,None,Low,Low
1136.9,36.9953,-111.4914,6,None,Low,Low
1136.9,36.9953,-111.4914,7,Medium,Low,High
1136.9,36.9953,-111.4914,8,Medium,Low,Low
1136.9,36.9953,-111.4914,9,None,Low,None
1136.9,36.9953,-111.4914,10,Medium,Low,Medium
1136.9,36.9953,-111.4914,11,Medium,Low,Low
1136.9,36.9953,-111.4914,12,None,High,None
1136.9,36.9953,-111.4914,1,Low,High,Low
1136.9,36.9953,-111.4914,2,Medium,Low,Low
1136.9,36.9953,-111.4914,3,Low,Low,Low
1136.9,36.9953,-111.4914,4,None,Low,None
1136.9,36.9953,-111.4914,5,None,Low,High
1136.9,36.9953,-111.4914,6,None,Low,High
1136.9,36.9953,-111.4914,7,Low,Low,High
1136.9,36.9953,-111.4914,8,Medium,Low,High
1136.9,36.9953,-111.4914,9,None,Low,None
1136.9,36.9953,-111.4914,10,None,Low,Medium
1136.9,36.9953,-111.4914,11,None,Low,Low
1136.9,36.9953,-111.4914,12,None,Low,None
710.2,32.2816,-110.9441,1,Low,Low,Low
710.2,32.2816,-110.9441,2,Low,Low,Low
710.2,32.2816,-110.9441,3,None,Low,Medium
710.2,32.2816,-110.9441,4,None,Low,High
710.2,32.2816,-110.9441,5,None,Low,High
710.2,32.2816,-110.9441,6,None,Low,High
710.2,32.2816,-110.9441,7,High,Low,High
710.2,32.2816,-110.9441,8,High,Low,High
710.2,32.2816,-110.9441,9,High,Low,High
710.2,32.2816,-110.9441,10,Low,Low,High
710.2,32.2816,-110.9441,11,High,Low,Medium
710.2,32.2816,-110.9441,12,High,Low,Low
710.2,32.2816,-110.9441,1,None,Low,Medium
710.2,32.2816,-110.9441,2,None,Low,Medium
710.2,32.2816,-110.9441,3,None,Low,Medium
710.2,32.2816,-110.9441,4,None,Low,High
710.2,32.2816,-110.9441,5,None,Low,High
710.2,32.2816,-110.9441,6,Medium,Low,High
710.2,32.2816,-110.9441,7,Medium,Low,High
710.2,32.2816,-110.9441,8,Low,Low,High
710.2,32.2816,-110.9441,9,Low,Low,High
710.2,32.2816,-110.9441,10,None,Low,High
710.2,32.2816,-110.9441,11,None,Low,Medium
710.2,32.2816,-110.9441,12,None,Low,Low
1539.2,34.0988,-110.9441,1,Medium,Low,Low
1539.2,34.0988,-110.9441,2,Low,Low,None
1539.2,34.0988,-110.9441,3,High,Low,Low
1539.2,34.0988,-110.9441,4,Medium,Low,Low
1539.2,34.0988,-110.9441,5,Medium,Low,Low
1539.2,34.0988,-110.9441,6,None,Low,Low
1539.2,34.0988,-110.9441,7,High,Low,Low
1539.2,34.0988,-110.9441,8,Low,Low,High
1539.2,34.0988,-110.9441,9,Low,Low,High
1539.2,34.0988,-110.9441,10,Medium,Low,Medium
1539.2,34.0988,-110.9441,11,Medium,Low,Low
1539.2,34.0988,-110.9441,12,Medium,High,Low
1539.2,34.0988,-110.9441,1,Low,Low,Low
1539.2,34.0988,-110.9441,2,Low,Low,Low
1539.2,34.0988,-110.9441,3,Medium,Low,Low
1539.2,34.0988,-110.9441,4,Medium,Low,Low
1539.2,34.0988,-110.9441,5,Low,Low,Medium
1539.2,34.0988,-110.9441,6,High,Low,High
1539.2,34.0988,-110.9441,7,High,Low,High
1539.2,34.0988,-110.9441,8,Medium,Low,Low
1539.2,34.0988,-110.9441,9,Medium,Low,High
1539.2,34.0988,-110.9441,10,None,Low,Medium
1539.2,34.0988,-110.9441,11,Low,Low,Low
1539.2,34.0988,-110.9441,12,Low,High,Low
1539.2,34.0988,-110.9441,1,High,Low,Low
1539.2,34.0988,-110.9441,2,Medium,High,None
1539.2,34.0988,-110.9441,3,High,High,Low
1539.2,34.0988,-110.9441,4,Medium,High,Low
1539.2,34.0988,-110.9441,5,None,Low,Medium
1539.2,34.0988,-110.9441,6,None,Low,High
1539.2,34.0988,-110.9441,7,High,Low,High
1539.2,34.0988,-110.9441,8,High,Low,High
1539.2,34.0988,-110.9441,9,High,Low,High
1539.2,34.0988,-110.9441,10,None,Low,Low
1539.2,34.0988,-110.9441,11,High,Low,Low
1539.2,34.0988,-110.9441,12,Low,Low,Low
1539.2,34.0988,-110.9441,1,None,Low,Low
1539.2,34.0988,-110.9441,2,None,Low,Low
1539.2,34.0988,-110.9441,3,High,High,Low
1539.2,34.0988,-110.9441,4,Low,Low,Low
1539.2,34.0988,-110.9441,5,None,Low,Medium
1539.2,34.0988,-110.9441,6,None,Low,High
1539.2,34.0988,-110.9441,7,High,Low,Low
98.8,32.8356,-114.3942,1,None,Low,Medium
98.8,32.8356,-114.3942,2,Medium,Low,Medium
98.8,32.8356,-114.3942,3,None,Low,High
98.8,32.8356,-114.3942,4,Low,Low,High
98.8,32.8356,-114.3942,5,None,Low,High
98.8,32.8356,-114.3942,6,None,Low,High
98.8,32.8356,-114.3942,7,Low,Low,High
98.8,32.8356,-114.3942,8,None,Low,High
98.8,32.8356,-114.3942,9,Medium,Low,High
98.8,32.8356,-114.3942,10,Low,Low,High
98.8,32.8356,-114.3942,11,Medium,Low,Medium
98.8,32.8356,-114.3942,12,Medium,Low,Low
98.8,32.8356,-114.3942,1,Low,Low,Medium
98.8,32.8356,-114.3942,2,None,Low,Medium
98.8,32.8356,-114.3942,3,Low,Low,Medium
98.8,32.8356,-114.3942,4,Low,Low,High
98.8,32.8356,-114.3942,5,None,Low,High
98.8,32.8356,-114.3942,6,None,Low,High
98.8,32.8356,-114.3942,7,Medium,Low,High
98.8,32.8356,-114.3942,8,Low,Low,High
98.8,32.8356,-114.3942,9,Low,Low,High
98.8,32.8356,-114.3942,10,Low,Low,High
98.8,32.8356,-114.3942,11,None,Low,High
98.8,32.8356,-114.3942,12,Medium,Low,Medium
98.8,32.8356,-114.3942,1,Medium,Low,Medium
98.8,32.8356,-114.3942,2,Low,Low,Medium
98.8,32.8356,-114.3942,3,Low,Low,High
98.8,32.8356,-114.3942,4,None,Low,High
98.8,32.8356,-114.3942,5,None,Low,High
98.8,32.8356,-114.3942,6,None,Low,High
98.8,32.8356,-114.3942,7,Medium,Low,High
98.8,32.8356,-114.3942,8,Low,Low,High
98.8,32.8356,-114.3942,9,Medium,Low,High
98.8,32.8356,-114.3942,10,None,Low,High
98.8,32.8356,-114.3942,11,High,Low,Medium
98.8,32.8356,-114.3942,12,Low,Low,Medium
98.8,32.8356,-114.3942,1,None,Low,Medium
98.8,32.8356,-114.3942,2,Low,Low,Medium
98.8,32.8356,-114.3942,3,Low,Low,High
98.8,32.8356,-114.3942,4,None,Low,High
98.8,32.8356,-114.3942,5,None,Low,High
98.8,32.8356,-114.3942,6,None,Low,High
98.8,32.8356,-114.3942,7,Low,Low,High
1085.1,33.4044,-110.87,1,Low,Low,None
1085.1,33.4044,-110.87,2,Medium,Low,None
1085.1,33.4044,-110.87,3,Low,Low,None
1085.1,33.4044,-110.87,4,Medium,Low,None
1085.1,33.4044,-110.87,5,Low,Low,None
1085.1,33.4044,-110.87,6,None,Low,None
1085.1,33.4044,-110.87,7,High,Low,None
1085.1,33.4044,-110.87,8,Medium,Low,None
1085.1,33.4044,-110.87,9,High,Low,None
1085.1,33.4044,-110.87,10,Medium,Low,None
1085.1,33.4044,-110.87,11,High,Low,None
1085.1,33.4044,-110.87,12,High,Low,None
1085.1,33.4044,-110.87,1,Medium,Low,None
1085.1,33.4044,-110.87,2,Medium,Low,None
1085.1,33.4044,-110.87,3,High,Low,None
1085.1,33.4044,-110.87,4,Medium,Low,None
1085.1,33.4044,-110.87,5,None,Low,None
1085.1,33.4044,-110.87,6,Low,Low,None
1085.1,33.4044,-110.87,7,High,Low,None
1085.1,33.4044,-110.87,8,High,Low,None
1085.1,33.4044,-110.87,9,Medium,Low,None
1085.1,33.4044,-110.87,10,Low,Low,None
1085.1,33.4044,-110.87,11,Low,Low,None
1085.1,33.4044,-110.87,12,High,Low,None
1085.1,33.4044,-110.87,1,High,Low,None
1085.1,33.4044,-110.87,2,Medium,Low,None
1085.1,33.4044,-110.87,3,High,Low,None
1085.1,33.4044,-110.87,4,Medium,Low,None
1085.1,33.4044,-110.87,5,Low,Low,None
1085.1,33.4044,-110.87,6,Low,Low,None
1085.1,33.4044,-110.87,7,High,Low,None
1085.1,33.4044,-110.87,8,High,Low,None
1085.1,33.4044,-110.87,9,Medium,Low,None
1085.1,33.4044,-110.87,10,Low,Low,None
1085.1,33.4044,-110.87,11,High,Low,None
1085.1,33.4044,-110.87,12,Medium,Low,None
1085.1,33.4044,-110.87,1,None,Low,None
1085.1,33.4044,-110.87,2,None,Low,None
1085.1,33.4044,-110.87,3,High,Low,None
1085.1,33.4044,-110.87,4,Low,Low,None
1085.1,33.4044,-110.87,5,Low,Low,None
1085.1,33.4044,-110.87,6,None,Low,None
1085.1,33.4044,-110.87,7,Medium,Low,None
48.8,32.7278,-114.6217,1,None,Low,Medium
48.8,32.7278,-114.6217,2,Medium,Low,Medium
48.8,32.7278,-114.6217,3,None,Low,Medium
48.8,32.7278,-114.6217,4,Low,Low,High
48.8,32.7278,-114.6217,5,None,Low,High
48.8,32.7278,-114.6217,6,None,Low,High
48.8,32.7278,-114.6217,7,Medium,Low,None
48.8,32.7278,-114.6217,8,Low,Low,High
48.8,32.7278,-114.6217,9,Medium,Low,High
48.8,32.7278,-114.6217,10,Low,Low,None
48.8,32.7278,-114.6217,11,Low,Low,Medium
48.8,32.7278,-114.6217,12,None,Low,None
48.8,32.7278,-114.6217,1,None,Low,None
48.8,32.7278,-114.6217,2,None,Low,None
48.8,32.7278,-114.6217,3,None,Low,Medium
48.8,32.7278,-114.6217,4,Low,Low,High
48.8,32.7278,-114.6217,5,None,Low,High
48.8,32.7278,-114.6217,6,Low,Low,None
48.8,32.7278,-114.6217,7,High,Low,High
48.8,32.7278,-114.6217,8,Medium,Low,High
48.8,32.7278,-114.6217,9,Low,Low,High
48.8,32.7278,-114.6217,10,Low,Low,None
48.8,32.7278,-114.6217,11,Low,Low,None
48.8,32.7278,-114.6217,12,None,Low,None
48.8,32.7278,-114.6217,1,None,Low,None
48.8,32.7278,-114.6217,2,Low,Low,Medium
48.8,32.7278,-114.6217,3,None,Low,Low
48.8,32.7278,-114.6217,4,Low,Low,Low
48.8,32.7278,-114.6217,5,None,Low,Low
48.8,32.7278,-114.6217,6,Medium,Low,None
48.8,32.7278,-114.6217,7,Low,Low,None
48.8,32.7278,-114.6217,8,Low,Low,High
48.8,32.7278,-114.6217,9,Low,Low,Medium
48.8,32.7278,-114.6217,10,Low,Low,None
48.8,32.7278,-114.6217,11,Low,Low,None
48.8,32.7278,-114.6217,12,None,Low,None
48.8,32.7278,-114.6217,1,None,Low,None
48.8,32.7278,-114.6217,2,Low,Low,None
48.8,32.7278,-114.6217,3,None,Low,Low
48.8,32.7278,-114.6217,4,Low,Low,Low
48.8,32.7278,-114.6217,5,None,Low,Low
48.8,32.7278,-114.6217,6,Low,Low,None
48.8,32.7278,-114.6217,7,Medium,Low,None
1271.0,31.6016,-109.6686,1,Low,Low,None
1271.0,31.6016,-109.6686,2,Low,Low,None
1271.0,31.6016,-109.6686,3,None,Low,None
1271.0,31.6016,-109.6686,4,None,Low,None
1271.0,31.6016,-109.6686,5,None,Low,None
1271.0,31.6016,-109.6686,6,Low,Low,None
1271.0,31.6016,-109.6686,7,High,Low,None
1271.0,31.6016,-109.6686,8,High,Low,None
1271.0,31.6016,-109.6686,9,High,Low,None
1271.0,31.6016,-109.6686,10,Medium,Low,None
1271.0,31.6016,-109.6686,11,Low,Low,None
1271.0,31.6016,-109.6686,12,High,Low,None
1271.0,31.6016,-109.6686,1,Medium,Low,None
1271.0,31.6016,-109.6686,2,Medium,Low,None
1271.0,31.6016,-109.6686,3,Low,Low,None
1271.0,31.6016,-109.6686,4,None,Low,None
1271.0,31.6016,-109.6686,5,Medium,Low,None
1271.0,31.6016,-109.6686,6,Medium,Low,None
1271.0,31.6016,-109.6686,7,High,Low,None
1271.0,31.6016,-109.6686,8,High,Low,None
1271.0,31.6016,-109.6686,9,Medium,Low,None
1271.0,31.6016,-109.6686,10,None,Low,None
1271.0,31.6016,-109.6686,11,Low,Low,None
1271.0,31.6016,-109.6686,12,Medium,Low,None
1271.0,31.6016,-109.6686,1,Medium,Low,None
1271.0,31.6016,-109.6686,2,Low,Low,None
1271.0,31.6016,-109.6686,3,Low,Low,None
1271.0,31.6016,-109.6686,4,Low,Low,None
1271.0,31.6016,-109.6686,5,None,Low,None
1271.0,31.6016,-109.6686,6,None,Low,None
1271.0,31.6016,-109.6686,7,High,Low,None
1271.0,31.6016,-109.6686,8,High,Low,None
1271.0,31.6016,-109.6686,9,Medium,Low,None
1271.0,31.6016,-109.6686,10,None,Low,None
1271.0,31.6016,-109.6686,11,Low,Low,None
1271.0,31.6016,-109.6686,12,Low,Low,None
1271.0,31.6016,-109.6686,1,Low,Low,None
1271.0,31.6016,-109.6686,2,None,Low,None
1271.0,31.6016,-109.6686,3,None,Low,None
1271.0,31.6016,-109.6686,4,Low,Low,None
1271.0,31.6016,-109.6686,5,None,Low,None
1271.0,31.6016,-109.6686,6,Low,Low,None
1271.0,31.6016,-109.6686,7,High,Low,None
2237.2,34.1141,-109.8588,1,Medium,High,Low
2237.2,34.1141,-109.8588,2,Medium,High,Low
2237.2,34.1141,-109.8588,3,Medium,High,Low
2237.2,34.1141,-109.8588,4,Medium,High,Low
2237.2,34.1141,-109.8588,5,Low,High,Low
2237.2,34.1141,-109.8588,6,Low,Low,Medium
2237.2,34.1141,-109.8588,7,High,Low,High
2237.2,34.1141,-109.8588,8,High,Low,High
2237.2,34.1141,-109.8588,9,High,Low,Medium
2237.2,34.1141,-109.8588,10,High,High,Low
2237.2,34.1141,-109.8588,11,High,High,Low
2237.2,34.1141,-109.8588,12,High,High,Low
2237.2,34.1141,-109.8588,1,Medium,High,Low
2237.2,34.1141,-109.8588,2,Medium,High,Low
2237.2,34.1141,-109.8588,3,Medium,High,Low
2237.2,34.1141,-109.8588,4,Medium,High,Low
2237.2,34.1141,-109.8588,5,Low,Low,Medium
2237.2,34.1141,-109.8588,6,Low,Low,High
2237.2,34.1141,-109.8588,7,High,Low,High
2237.2,34.1141,-109.8588,8,High,Low,Medium
2237.2,34.1141,-109.8588,9,Medium,Low,Medium
2237.2,34.1141,-109.8588,10,Low,Low,Low
2237.2,34.1141,-109.8588,11,Medium,High,Low
2237.2,34.1141,-109.8588,12,High,High,Low
2237.2,34.1141,-109.8588,1,High,High,None
2237.2,34.1141,-109.8588,2,High,High,Low
2237.2,34.1141,-109.8588,3,Medium,High,Low
2237.2,34.1141,-109.8588,4,Medium,High,Low
2237.2,34.1141,-109.8588,5,Low,Low,Medium
2237.2,34.1141,-109.8588,6,Low,Low,High
2237.2,34.1141,-109.8588,7,High,Low,Medium
2237.2,34.1141,-109.8588,8,High,Low,Medium
2237.2,34.1141,-109.8588,9,High,Low,Medium
2237.2,34.1141,-109.8588,10,Medium,Low,Low
2237.2,34.1141,-109.8588,11,High,High,Low
2237.2,34.1141,-109.8588,12,Medium,High,Low
2237.2,34.1141,-109.8588,1,None,Low,Low
2237.2,34.1141,-109.8588,2,Medium,High,Low
2237.2,34.1141,-109.8588,3,High,High,Low
2237.2,34.1141,-109.8588,4,Low,High,Low
2237.2,34.1141,-109.8588,5,Low,High,Low
2237.2,34.1141,-109.8588,6,Low,Low,Medium
2237.2,34.1141,-109.8588,7,High,Low,Medium
1496.0,35.5247,-111.3702,1,None,Low,Low
1496.0,35.5247,-111.3702,2,Medium,High,Low
1496.0,35.5247,-111.3702,3,Low,Low,Low
1496.0,35.5247,-111.3702,4,Low,High,Medium
1496.0,35.5247,-111.3702,5,Low,Low,Medium
1496.0,35.5247,-111.3702,6,None,Low,High
1496.0,35.5247,-111.3702,7,Medium,Low,High
1496.0,35.5247,-111.3702,8,Medium,Low,High
1496.0,35.5247,-111.3702,9,High,Low,High
1496.0,35.5247,-111.3702,10,Medium,Low,Medium
1496.0,35.5247,-111.3702,11,Medium,Low,Low
1496.0,35.5247,-111.3702,12,Low,High,Low
1496.0,35.5247,-111.3702,1,Low,Low,Low
1496.0,35.5247,-111.3702,2,Low,Low,Low
1496.0,35.5247,-111.3702,3,Low,Low,Low
1496.0,35.5247,-111.3702,4,Medium,Low,Medium
1496.0,35.5247,-111.3702,5,None,Low,High
1496.0,35.5247,-111.3702,6,Medium,Low,High
1496.0,35.5247,-111.3702,7,Medium,Low,High
1496.0,35.5247,-111.3702,8,High,Low,High
1496.0,35.5247,-111.3702,9,Medium,Low,High
1496.0,35.5247,-111.3702,10,Low,Low,Medium
1496.0,35.5247,-111.3702,11,Medium,Low,Low
1496.0,35.5247,-111.3702,12,Medium,High,Low
1496.0,35.5247,-111.3702,1,Medium,Low,Low
1496.0,35.5247,-111.3702,2,Low,High,Low
1496.0,35.5247,-111.3702,3,Medium,Low,Low
1496.0,35.5247,-111.3702,4,Low,Low,Medium
1496.0,35.5247,-111.3702,5,Low,Low,Medium
1496.0,35.5247,-111.3702,6,Low,Low,High
1496.0,35.5247,-111.3702,7,High,Low,High
1496.0,35.5247,-111.3702,8,High,Low,High
1496.0,35.5247,-111.3702,9,High,Low,High
1496.0,35.5247,-111.3702,10,Low,Low,Low
1496.0,35.5247,-111.3702,11,High,Low,Low
1496.0,35.5247,-111.3702,12,Medium,High,Low
1496.0,35.5247,-111.3702,1,None,Low,Low
1496.0,35.5247,-111.3702,2,Low,High,Low
1496.0,35.5247,-111.3702,3,Low,Low,Low
1496.0,35.5247,-111.3702,4,Medium,Low,Medium
1496.0,35.5247,-111.3702,5,Low,Low,Medium
1496.0,35.5247,-111.3702,6,None,Low,High
1496.0,35.5247,-111.3702,7,High,Low,High
1115.6,32.748,-109.1213,1,Low,Low,Low
1115.6,32.748,-109.1213,2,Low,Low,Low
1115.6,32.748,-109.1213,3,None,Low,Medium
1115.6,32.748,-109.1213,4,None,Low,Medium
1115.6,32.748,-109.1213,5,None,Low,Medium
1115.6,32.748,-109.1213,6,Low,Low,High
1115.6,32.748,-109.1213,7,Medium,Low,High
1115.6,32.748,-109.1213,8,Medium,Low,High
1115.6,32.748,-109.1213,9,Medium,Low,High
1115.6,32.748,-109.1213,10,Low,Low,Medium
1115.6,32.748,-109.1213,11,Medium,Low,Low
1115.6,32.748,-109.1213,12,Medium,Low,None
1115.6,32.748,-109.1213,1,Low,Low,Low
1115.6,32.748,-109.1213,2,Medium,Low,Low
1115.6,32.748,-109.1213,3,Low,Low,Low
1115.6,32.748,-109.1213,4,Low,Low,Medium
1115.6,32.748,-109.1213,5,Low,Low,High
1115.6,32.748,-109.1213,6,None,Low,High
1115.6,32.748,-109.1213,7,High,Low,High
1115.6,32.748,-109.1213,8,Medium,Low,High
1115.6,32.748,-109.1213,9,Medium,Low,High
1115.6,32.748,-109.1213,10,None,Low,Medium
1115.6,32.748,-109.1213,11,Low,Low,Low
1115.6,32.748,-109.1213,12,Medium,Low,Low
1115.6,32.748,-109.1213,1,Medium,Low,Low
1115.6,32.748,-109.1213,2,Low,Low,Low
1115.6,32.748,-109.1213,3,Low,Low,Medium
1115.6,32.748,-109.1213,4,Low,Low,Medium
1115.6,32.748,-109.1213,5,Low,Low,High
1115.6,32.748,-109.1213,6,None,Low,High
1115.6,32.748,-109.1213,7,Medium,Low,High
1115.6,32.748,-109.1213,8,Medium,Low,High
1115.6,32.748,-109.1213,9,High,Low,High
1115.6,32.748,-109.1213,10,Low,Low,Medium
1115.6,32.748,-109.1213,11,Medium,Low,Low
1115.6,32.748,-109.1213,12,Medium,Low,Low
1115.6,32.748,-109.1213,1,None,Low,Low
1115.6,32.748,-109.1213,2,Low,Low,Low
1115.6,32.748,-109.1213,3,Medium,Low,Medium
1115.6,32.748,-109.1213,4,Low,Low,Medium
1115.6,32.748,-109.1213,5,Low,Low,High
1115.6,32.748,-109.1213,6,Low,Low,High
1115.6,32.748,-109.1213,7,Medium,Low,High
345.9,33.595,-112.3014,1,Low,Low,Low
345.9,33.595,-112.3014,2,Medium,Low,Medium
345.9,33.595,-112.3014,3,Low,Low,Medium
345.9,33.595,-112.3014,4,Low,Low,High
345.9,33.595,-112.3014,5,None,Low,High
345.9,33.595,-112.3014,6,None,Low,High
345.9,33.595,-112.3014,7,High,Low,High
345.9,33.595,-112.3014,8,Medium,Low,High
345.9,33.595,-112.3014,9,Medium,Low,High
345.9,33.595,-112.3014,10,Medium,Low,High
345.9,33.595,-112.3014,11,Medium,Low,Medium
345.9,33.595,-112.3014,12,Medium,Low,Low
345.9,33.595,-112.3014,1,Low,Low,Medium
345.9,33.595,-112.3014,2,Medium,Low,Medium
345.9,33.595,-112.3014,3,Medium,Low,Medium
345.9,33.595,-112.3014,4,Low,Low,High
345.9,33.595,-112.3014,5,None,Low,High
345.9,33.595,-112.3014,6,None,Low,High
345.9,33.595,-112.3014,7,Low,Low,High
345.9,33.595,-112.3014,8,Low,Low,High
345.9,33.595,-112.3014,9,None,Low,High
345.9,33.595,-112.3014,10,None,Low,High
345.9,33.595,-112.3014,11,Medium,Low,Medium
345.9,33.595,-112.3014,12,Medium,Low,Medium
345.9,33.595,-112.3014,1,Medium,Low,Low
345.9,33.595,-112.3014,2,Medium,Low,Medium
345.9,33.595,-112.3014,3,Medium,Low,High
345.9,33.595,-112.3014,4,Low,Low,High
345.9,33.595,-112.3014,5,None,Low,High
345.9,33.595,-112.3014,6,None,Low,High
345.9,33.595,-112.3014,7,Medium,Low,High
345.9,33.595,-112.3014,8,High,Low,High
345.9,33.595,-112.3014,9,Medium,Low,High
345.9,33.595,-112.3014,10,Low,Low,High
345.9,33.595,-112.3014,11,Medium,Low,Medium
345.9,33.595,-112.3014,12,Medium,Low,Low
345.9,33.595,-112.3014,1,None,Low,Medium
345.9,33.595,-112.3014,2,None,Low,Medium
345.9,33.595,-112.3014,3,High,Low,High
345.9,33.595,-112.3014,4,Low,Low,High
345.9,33.595,-112.3014,5,None,Low,High
345.9,33.595,-112.3014,6,None,Low,High
345.9,33.595,-112.3014,7,Medium,Low,High
1478.3,32.6231,-109.9428,1,None,Low,Low
1478.3,32.6231,-109.9428,2,Medium,Low,None
1478.3,32.6231,-109.9428,3,Low,Low,Medium
1478.3,32.6231,-109.9428,4,Low,Low,Medium
1478.3,32.6231,-109.9428,5,None,Low,High
1478.3,32.6231,-109.9428,6,High,Low,High
1478.3,32.6231,-109.9428,7,Medium,Low,High
1478.3,32.6231,-109.9428,8,Medium,Low,High
1478.3,32.6231,-109.9428,9,Medium,Low,High
1478.3,32.6231,-109.9428,10,Low,Low,Medium
1478.3,32.6231,-109.9428,11,Low,Low,Low
1478.3,32.6231,-109.9428,12,Low,Low,Low
1478.3,32.6231,-109.9428,1,Low,Low,Low
1478.3,32.6231,-109.9428,2,Low,Low,None
1478.3,32.6231,-109.9428,3,Low,Low,Medium
1478.3,32.6231,-109.9428,4,Low,Low,Medium
1478.3,32.6231,-109.9428,5,Low,Low,High
1478.3,32.6231,-109.9428,6,High,Low,High
1478.3,32.6231,-109.9428,7,Medium,Low,High
1478.3,32.6231,-109.9428,8,Medium,Low,High
1478.3,32.6231,-109.9428,9,Medium,Low,High
1478.3,32.6231,-109.9428,10,Low,Low,High
1478.3,32.6231,-109.9428,11,Low,Low,Medium
1478.3,32.6231,-109.9428,12,Medium,Low,Low
1478.3,32.6231,-109.9428,1,Medium,Low,Low
1478.3,32.6231,-109.9428,2,Low,Low,Low
1478.3,32.6231,-109.9428,3,Low,Low,Medium
1478.3,32.6231,-109.9428,4,Low,Low,Medium
1478.3,32.6231,-109.9428,5,Low,Low,High
1478.3,32.6231,-109.9428,6,High,Low,High
1478.3,32.6231,-109.9428,7,High,Low,High
1478.3,32.6231,-109.9428,8,Medium,Low,High
1478.3,32.6231,-109.9428,9,Medium,Low,High
1478.3,32.6231,-109.9428,10,Medium,Low,Low
1478.3,32.6231,-109.9428,11,Medium,Low,Medium
1478.3,32.6231,-109.9428,12,Medium,Low,Low
1478.3,32.623,-109.9427,1,Low,Low,Low
1478.3,32.623,-109.9427,2,None,Low,Low
1478.3,32.623,-109.9427,3,Low,Low,Medium
1478.3,32.623,-109.9427,4,None,Low,Medium
1478.3,32.623,-109.9427,5,None,Low,High
1478.3,32.623,-109.9427,6,High,Low,High
1478.3,32.623,-109.9427,7,High,Low,High
